	premise	hypothesis	gold_label_x	__index_level_0__	label	filename	determiner	monotonicity	gold_label_y	replace_target	replace_source	replace_mode	ori_sentence	new_sentence	Exist
20195	I bought some roll on the way home from work .	I bought some bread on the way home from work .	entailment	23583	0	silver/p04/d3222	some	upward_monotone	entailment	bread	roll	noun_hypernym_obj	I bought some roll on the way home from work .	I bought some bread on the way home from work .	True
19030	Tom asked Mary to go to the store to buy some bread .	Tom asked Mary to go to the store to buy some whole meal bread .	neutral	22355	1	silver/p24/d2981	some	upward_monotone	neutral	bread	whole meal bread	noun_hyponym_obj	Tom asked Mary to go to the store to buy some bread .	Tom asked Mary to go to the store to buy some whole meal bread .	True
19684	Tom had to have his stomach pumped because he had accidentally eaten some rat poison .	Tom had to have his stomach pumped because he had accidentally eaten some rat destructivenes .	entailment	23063	0	silver/p17/d2321	some	upward_monotone	entailment	poison	destructivenes	noun_hypernym_obj	Tom had to have his stomach pumped because he had accidentally eaten some rat poison .	Tom had to have his stomach pumped because he had accidentally eaten some rat destructivenes .	True
22519	Tom gave someone some food .	Tom gave Mary some food .	neutral	25959	1	silver/p53/d1888	some	upward_monotone	neutral	Mary	someone	verb_hypernym	Tom gave someone some food .	Tom gave Mary some food .	True
23793	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic last .	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight .	entailment	27347	0	silver/p00/d0710	some	upward_monotone	entailment	weight	last	noun_hypernym_obj	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic last .	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight .	True
23963	Tom showed some photos to Mary .	Tom showed some closeups to Mary .	neutral	27572	1	silver/p41/d3018	some	upward_monotone	neutral	photos	closeups	noun_hyponym_obj	Tom showed some photos to Mary .	Tom showed some closeups to Mary .	True
20714	Tom bought some apples and made apple gravy .	Tom bought some apples and made apple sauce .	entailment	24108	0	silver/p37/d3521	some	upward_monotone	entailment	sauce	gravy	noun_hypernym_obj	Tom bought some apples and made apple gravy .	Tom bought some apples and made apple sauce .	True
24764	Tom ordered some alimentary paste .	Tom ordered some food .	entailment	28518	0	gold/p07/d3448	some	upward_monotone	entailment	food	alimentary paste	noun_hypernym_obj	Tom ordered some alimentary paste .	Tom ordered some food .	True
23956	Tom picked some berries and ate them .	Tom picked some spiceberries and ate them .	neutral	27558	1	silver/p59/d3477	some	upward_monotone	neutral	berries	spiceberries	noun_hyponym_obj	Tom picked some berries and ate them .	Tom picked some spiceberries and ate them .	True
19391	I thought you might be hungry , so I made some sandwiches .	I thought you might be hungry , so I made some gyroes .	neutral	22742	1	silver/p93/d3443	some	upward_monotone	neutral	sandwiches	gyroes	noun_hyponym_obj	I thought you might be hungry , so I made some sandwiches .	I thought you might be hungry , so I made some gyroes .	True
23367	Tom bought some bread .	Tom bought some wafer .	neutral	26883	1	silver/p61/d1448	some	upward_monotone	neutral	bread	wafer	noun_hyponym_obj	Tom bought some bread .	Tom bought some wafer .	True
18276	Some photos were printed in black and someone .	Some photos were printed in black and white .	neutral	21515	1	silver/p71/d3389	some	upward_monotone	neutral	white	someone	verb_hypernym	Some photos were printed in black and someone .	Some photos were printed in black and white .	True
18028	On the plate was a piece of chicken , a potato and some green peas .	On the plate was a piece of chicken , a potato and some green Pisum sativums .	neutral	21215	1	silver/p39/d2761	some	upward_monotone	neutral	peas	Pisum sativums	noun_hyponym_obj	On the plate was a piece of chicken , a potato and some green peas .	On the plate was a piece of chicken , a potato and some green Pisum sativums .	True
24771	Tom ordered some garden truck .	Tom ordered some food .	entailment	28525	0	gold/p07/d3448	some	upward_monotone	entailment	food	garden truck	noun_hypernym_obj	Tom ordered some garden truck .	Tom ordered some food .	True
22608	Tom took some artistic license .	Tom took some artistic allowance .	neutral	26066	1	silver/p74/d2485	some	upward_monotone	neutral	license	allowance	noun_hyponym_obj	Tom took some artistic license .	Tom took some artistic allowance .	True
21474	There were some Cabalists in the classroom .	There were some students in the classroom .	entailment	24818	0	silver/p38/d1872	some	upward_monotone	entailment	students	Cabalists	noun_hypernym_obj	There were some Cabalists in the classroom .	There were some students in the classroom .	True
24933	All journeys begin with a first~step .	All journeys begin with a start .	entailment	28727	0	gold/p10/d2993	all	upward_monotone	entailment	first~step	start	verb_hypernym	All journeys begin with a first~step .	All journeys begin with a start .	True
24289	Tom can also speak some French .	Tom can also speak some Norman French .	neutral	27983	1	gold/p34/d2900	some	upward_monotone	neutral	French	Norman French	noun_hyponym_obj	Tom can also speak some French .	Tom can also speak some Norman French .	True
19567	She bought some rye matzoh .	She bought some rye bread .	entailment	22936	0	silver/p34/d3486	some	upward_monotone	entailment	bread	matzoh	noun_hypernym_obj	She bought some rye matzoh .	She bought some rye bread .	True
20962	Tom bought some columbines for Mary .	Tom bought some flowers for Mary .	entailment	24342	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	columbines	noun_hypernym_obj	Tom bought some columbines for Mary .	Tom bought some flowers for Mary .	True
18936	I met some friends while I was waiting for a bus .	I met some toasters while I was waiting for a bus .	neutral	22249	1	silver/p22/d2459	some	upward_monotone	neutral	friends	toasters	noun_hyponym_obj	I met some friends while I was waiting for a bus .	I met some toasters while I was waiting for a bus .	True
18519	Tom bought a bottle of vodka and some perfume at the duty-free shop .	Tom bought a bottle of vodka and some perfume at the duty-free dry cleaner .	neutral	21764	1	silver/p72/d3303	some	upward_monotone	neutral	shop	dry cleaner	noun_hyponym_obj	Tom bought a bottle of vodka and some perfume at the duty-free shop .	Tom bought a bottle of vodka and some perfume at the duty-free dry cleaner .	True
21736	Brian took some roses .	Brian took some Rosa chinenses .	neutral	25096	1	gold/p84/d0784	some	upward_monotone	neutral	roses	Rosa chinenses	noun_hyponym_obj	Brian took some roses .	Brian took some Rosa chinenses .	True
23196	He was very thirsty and asked for some water .	He was very thirsty and asked for some nutrient .	entailment	26719	0	silver/p87/d2959	some	upward_monotone	entailment	water	nutrient	noun_hypernym_obj	He was very thirsty and asked for some water .	He was very thirsty and asked for some nutrient .	True
21155	Tom bought some petunias for Mary .	Tom bought some flowers for Mary .	entailment	24521	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	petunias	noun_hypernym_obj	Tom bought some petunias for Mary .	Tom bought some flowers for Mary .	True
24846	There are some boys in the park .	There are some lads in the park .	neutral	28609	1	gold/p61/d2308	some	upward_monotone	neutral	boys	lads	noun_hyponym_obj	There are some boys in the park .	There are some lads in the park .	True
20014	I saw some her .	I saw some girls bully her .	neutral	23392	1	silver/p55/d1436	some	upward_monotone	neutral	some girls bully her	some her	simple	I saw some her .	I saw some girls bully her .	True
23148	The doctor prescribed some medicine for her cold .	The doctor prescribed some medicine for her temperature .	entailment	26658	0	silver/p79/d1601	some	upward_monotone	entailment	cold	temperature	noun_hypernym_obj	The doctor prescribed some medicine for her cold .	The doctor prescribed some medicine for her temperature .	True
20864	Tom bought some asters for Mary .	Tom bought some flowers for Mary .	entailment	24244	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	asters	noun_hypernym_obj	Tom bought some asters for Mary .	Tom bought some flowers for Mary .	True
21894	If you need some more practice , our study needs a good clean out !	If you need some more exercise , our study needs a good clean out !	entailment	25224	0	silver/p76/d2838	some	upward_monotone	entailment	practice	exercise	noun_hypernym_obj	If you need some more practice , our study needs a good clean out !	If you need some more exercise , our study needs a good clean out !	True
22445	There are some things we can change if we only pas .	There are some things we can change if we only try .	entailment	25897	0	silver/p53/d2178	some	upward_monotone	entailment	try	pas	noun_hypernym_obj	There are some things we can change if we only pas .	There are some things we can change if we only try .	True
23768	He likes to spend some solitude every day .	He likes to spend some time in solitude every day .	neutral	27321	1	silver/p00/d3284	some	upward_monotone	neutral	some time in solitude	some solitude	simple	He likes to spend some solitude every day .	He likes to spend some time in solitude every day .	True
23341	Tom bought some matzoh .	Tom bought some bread .	entailment	26857	0	silver/p61/d1448	some	upward_monotone	entailment	bread	matzoh	noun_hypernym_obj	Tom bought some matzoh .	Tom bought some bread .	True
18906	I met some New Dealers while I was waiting for a bus .	I met some friends while I was waiting for a bus .	entailment	22219	0	silver/p22/d2459	some	upward_monotone	entailment	friends	New Dealers	noun_hypernym_obj	I met some New Dealers while I was waiting for a bus .	I met some friends while I was waiting for a bus .	True
18737	There are some cookies under the table .	There are some cookies under the tea table .	neutral	21982	1	silver/p14/d3494	some	upward_monotone	neutral	table	tea table	noun_hyponym_obj	There are some cookies under the table .	There are some cookies under the tea table .	True
20208	I bought some bread on the way home from work .	I bought some crouton on the way home from work .	neutral	23596	1	silver/p04/d3222	some	upward_monotone	neutral	bread	crouton	noun_hyponym_obj	I bought some bread on the way home from work .	I bought some crouton on the way home from work .	True
24901	I sold kill all my records .	I sold off all my records .	neutral	28672	1	silver/p82/d2765	all	upward_monotone	neutral	off	kill	verb_hypernym	I sold kill all my records .	I sold off all my records .	True
21307	Tom bought some sweet sultans for Mary .	Tom bought some flowers for Mary .	entailment	24649	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	sweet sultans	noun_hypernym_obj	Tom bought some sweet sultans for Mary .	Tom bought some flowers for Mary .	True
22154	After I have had time to give some mental synthesi to the matter , I will call you .	After I have had time to give some thought to the matter , I will call you .	entailment	25525	0	silver/p33/d2984	some	upward_monotone	entailment	thought	mental synthesi	noun_hypernym_obj	After I have had time to give some mental synthesi to the matter , I will call you .	After I have had time to give some thought to the matter , I will call you .	True
19877	There are some strange animals in the zoo .	There are some strange adults in the zoo .	neutral	23254	1	silver/p06/d0966	some	upward_monotone	neutral	animals	adults	noun_hyponym_obj	There are some strange animals in the zoo .	There are some strange adults in the zoo .	True
17928	Each of the three boys won a view .	Each of the three boys won a prize .	neutral	21077	1	silver/p29/d0807	each	upward_monotone	neutral	prize	view	verb_hypernym	Each of the three boys won a view .	Each of the three boys won a prize .	True
20075	We are thinking of buying some new buffet .	We are thinking of buying some new furniture .	entailment	23467	0	silver/p35/d0824	some	upward_monotone	entailment	furniture	buffet	noun_hypernym_obj	We are thinking of buying some new buffet .	We are thinking of buying some new furniture .	True
21150	Tom bought some Chrysanthemum coccineums for Mary .	Tom bought some flowers for Mary .	entailment	24516	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	Chrysanthemum coccineums	noun_hypernym_obj	Tom bought some Chrysanthemum coccineums for Mary .	Tom bought some flowers for Mary .	True
18919	I met some seconders while I was waiting for a bus .	I met some friends while I was waiting for a bus .	entailment	22232	0	silver/p22/d2459	some	upward_monotone	entailment	friends	seconders	noun_hypernym_obj	I met some seconders while I was waiting for a bus .	I met some friends while I was waiting for a bus .	True
23714	I have to get some fresh food .	I have to get some food .	entailment	27267	0	silver/p01/d2207	some	upward_monotone	entailment	food	fresh food	noun_hypernym_obj	I have to get some fresh food .	I have to get some food .	True
20258	I bought some bread on the way home from work .	I bought some sour bread on the way home from work .	neutral	23644	1	silver/p04/d3222	some	upward_monotone	neutral	bread	sour bread	noun_hyponym_obj	I bought some bread on the way home from work .	I bought some sour bread on the way home from work .	True
22129	Tom gave some milk to the cat .	Tom gave some milk powder to the cat .	neutral	25500	1	silver/p33/d3040	some	upward_monotone	neutral	milk	milk powder	noun_hyponym_obj	Tom gave some milk to the cat .	Tom gave some milk powder to the cat .	True
19046	Tom asked Mary to go to the store to buy some bread .	Tom asked Mary to go to the store to buy some loaf of bread .	neutral	22369	1	silver/p24/d2981	some	upward_monotone	neutral	bread	loaf of bread	noun_hyponym_obj	Tom asked Mary to go to the store to buy some bread .	Tom asked Mary to go to the store to buy some loaf of bread .	True
18143	The farmer regretted having wasted some wheat .	The farmer regretted having wasted some cereal .	entailment	21358	0	silver/p75/d3530	some	upward_monotone	entailment	wheat	cereal	noun_hypernym_obj	The farmer regretted having wasted some wheat .	The farmer regretted having wasted some cereal .	True
20606	We need some more firewood .	We need some more pine knot .	neutral	24007	1	silver/p29/d3108	some	upward_monotone	neutral	firewood	pine knot	noun_hyponym_obj	We need some more firewood .	We need some more pine knot .	True
20552	There are some cases where the rule does not hold good .	There are some cases where the rule does not hold better .	neutral	23956	1	silver/p29/d0799	some	upward_monotone	neutral	good	better	noun_hyponym_obj	There are some cases where the rule does not hold good .	There are some cases where the rule does not hold better .	True
21939	Japan has caught up with America in some fields .	Japan has caught up with America in some physical phenomena .	entailment	25289	0	silver/p08/d3284	some	upward_monotone	entailment	fields	physical phenomena	noun_hypernym_obj	Japan has caught up with America in some fields .	Japan has caught up with America in some physical phenomena .	True
23294	Tom bought some brown bread .	Tom bought some bread .	entailment	26812	0	silver/p61/d1448	some	upward_monotone	entailment	bread	brown bread	noun_hypernym_obj	Tom bought some brown bread .	Tom bought some bread .	True
21980	We bought some vegetables and fish at the market .	We bought some vegetables and shads at the market .	neutral	25340	1	silver/p08/d3219	some	upward_monotone	neutral	fish	shads	noun_hyponym_obj	We bought some vegetables and fish at the market .	We bought some vegetables and shads at the market .	True
23888	Music is troublesome . It seems that no sooner have you created it , than it in some way fades its original spark that was glorified by your mind .	Music is troublesome . It seems that no sooner have you created it , than it in some strange way fades its original spark that was glorified by your mind .	neutral	27448	1	silver/p56/d1887	some	upward_monotone	neutral	some strange way	some way	simple	Music is troublesome . It seems that no sooner have you created it , than it in some way fades its original spark that was glorified by your mind .	Music is troublesome . It seems that no sooner have you created it , than it in some strange way fades its original spark that was glorified by your mind .	True
20809	There are some unclear points in his account .	There are some unclear relevancies in his account .	entailment	24203	0	silver/p12/d2766	some	upward_monotone	entailment	points	relevancies	noun_hypernym_obj	There are some unclear points in his account .	There are some unclear relevancies in his account .	True
23326	Tom bought some bread .	Tom bought some flatbread .	neutral	26842	1	silver/p61/d1448	some	upward_monotone	neutral	bread	flatbread	noun_hyponym_obj	Tom bought some bread .	Tom bought some flatbread .	True
18346	If you need some accomplouse , just inquire the higher ranking official .	If you need some help , just inquire the higher ranking official .	entailment	21588	0	silver/p64/d1794	some	upward_monotone	entailment	help	accomplouse	noun_hypernym_obj	If you need some accomplouse , just inquire the higher ranking official .	If you need some help , just inquire the higher ranking official .	True
18478	Tom bought a bottle of vodka and some perfume at the duty-free bakery .	Tom bought a bottle of vodka and some perfume at the duty-free shop .	entailment	21723	0	silver/p72/d3303	some	upward_monotone	entailment	shop	bakery	noun_hypernym_obj	Tom bought a bottle of vodka and some perfume at the duty-free bakery .	Tom bought a bottle of vodka and some perfume at the duty-free shop .	True
21697	The police conducted an offensive against some drug slop-sellers .	The police conducted an offensive against some drug dealers .	entailment	25070	0	silver/p23/d3112	some	upward_monotone	entailment	dealers	slop-sellers	noun_hypernym_obj	The police conducted an offensive against some drug slop-sellers .	The police conducted an offensive against some drug dealers .	True
20268	I bought some bread on the way home from work .	I bought some light bread on the way home from work .	neutral	23654	1	silver/p04/d3222	some	upward_monotone	neutral	bread	light bread	noun_hyponym_obj	I bought some bread on the way home from work .	I bought some light bread on the way home from work .	True
24245	Brian took some briers .	Brian took some roses .	entailment	27938	0	gold/p84/d0784	some	upward_monotone	entailment	roses	briers	noun_hypernym_obj	Brian took some briers .	Brian took some roses .	True
23270	I need some metadatum from you .	I need some information from you .	entailment	26788	0	silver/p83/d1933	some	upward_monotone	entailment	information	metadatum	noun_hypernym_obj	I need some metadatum from you .	I need some information from you .	True
20769	Tom bought some apples and made apple sauce .	Tom bought some apples and made apple remoulade sauce .	neutral	24163	1	silver/p37/d3521	some	upward_monotone	neutral	sauce	remoulade sauce	noun_hyponym_obj	Tom bought some apples and made apple sauce .	Tom bought some apples and made apple remoulade sauce .	True
22163	After I have had time to give some thought to the matter , I will call you .	After I have had time to give some explanation to the matter , I will call you .	neutral	25534	1	silver/p33/d2984	some	upward_monotone	neutral	thought	explanation	noun_hyponym_obj	After I have had time to give some thought to the matter , I will call you .	After I have had time to give some explanation to the matter , I will call you .	True
20447	Tom went to meet some girl named Mary .	Tom went to meet some girl named foster-sister .	neutral	23854	1	silver/p28/d2710	some	upward_monotone	neutral	Mary	foster-sister	noun_hyponym_obj	Tom went to meet some girl named Mary .	Tom went to meet some girl named foster-sister .	True
19413	I thought you might be hungry , so I made some sandwiches .	I thought you might be hungry , so I made some Sloppy Joes .	neutral	22764	1	silver/p93/d3443	some	upward_monotone	neutral	sandwiches	Sloppy Joes	noun_hyponym_obj	I thought you might be hungry , so I made some sandwiches .	I thought you might be hungry , so I made some Sloppy Joes .	True
24584	Tom bought some squirrelfish for his aquarium .	Tom bought some deepwater squirrelfish for his aquarium .	neutral	28331	1	gold/p12/d2381	some	upward_monotone	neutral	squirrelfish	deepwater squirrelfish	noun_hyponym_obj	Tom bought some squirrelfish for his aquarium .	Tom bought some deepwater squirrelfish for his aquarium .	True
19513	She bought some rye breadstick .	She bought some rye bread .	entailment	22886	0	silver/p34/d3486	some	upward_monotone	entailment	bread	breadstick	noun_hypernym_obj	She bought some rye breadstick .	She bought some rye bread .	True
18736	There are some cookies under the pingpong table .	There are some cookies under the table .	entailment	21981	0	silver/p14/d3494	some	upward_monotone	entailment	table	pingpong table	noun_hypernym_obj	There are some cookies under the pingpong table .	There are some cookies under the table .	True
19231	We need to buy some dog eatable .	We need to buy some dog food .	entailment	22614	0	silver/p93/d2450	some	upward_monotone	entailment	food	eatable	noun_hypernym_obj	We need to buy some dog eatable .	We need to buy some dog food .	True
20478	I just bought some corrugated board .	I just bought some cardboard .	entailment	23881	0	silver/p49/d1622	some	upward_monotone	entailment	cardboard	corrugated board	noun_hypernym_obj	I just bought some corrugated board .	I just bought some cardboard .	True
19104	Tom was thirsty and asked for some water .	Tom was thirsty and asked for some branch water .	neutral	22430	1	silver/p47/d2833	some	upward_monotone	neutral	water	branch water	noun_hyponym_obj	Tom was thirsty and asked for some water .	Tom was thirsty and asked for some branch water .	True
23796	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight .	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic obolu .	neutral	27350	1	silver/p00/d0710	some	upward_monotone	neutral	weight	obolu	noun_hyponym_obj	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic weight .	The World~Court has no power to enforce its orders but its decisions have traditionally carried some diplomatic obolu .	True
24475	My little~brother asked for some wampum .	My little~brother asked for some money .	entailment	28184	0	gold/p91/d1400	some	upward_monotone	entailment	money	wampum	noun_hypernym_obj	My little~brother asked for some wampum .	My little~brother asked for some money .	True
22570	The poachers stole some turtle eggs .	The poachers stole some turtle cobblerss .	neutral	26021	1	silver/p65/d2605	some	upward_monotone	neutral	eggs	cobblerss	noun_hyponym_obj	The poachers stole some turtle eggs .	The poachers stole some turtle cobblerss .	True
18930	I met some friends while I was waiting for a bus .	I met some sympathizers while I was waiting for a bus .	neutral	22243	1	silver/p22/d2459	some	upward_monotone	neutral	friends	sympathizers	noun_hyponym_obj	I met some friends while I was waiting for a bus .	I met some sympathizers while I was waiting for a bus .	True
20519	Tom opened his suitcase again and put some more sources in .	Tom opened his suitcase again and put some more things in .	entailment	23922	0	silver/p49/d1683	some	upward_monotone	entailment	things	sources	noun_hypernym_obj	Tom opened his suitcase again and put some more sources in .	Tom opened his suitcase again and put some more things in .	True
24558	I got some money from an ATM .	I got some scratch from an ATM .	neutral	28305	1	gold/p49/d0942	some	upward_monotone	neutral	money	scratch	noun_hyponym_obj	I got some money from an ATM .	I got some scratch from an ATM .	True
22557	I wrote some poems last weekend .	I wrote some poems last period .	entailment	26004	0	silver/p65/d2196	some	upward_monotone	entailment	weekend	period	noun_hypernym_obj	I wrote some poems last weekend .	I wrote some poems last period .	True
20706	Tom bought some apples and made apple sauce .	Tom bought some apples and made apple salad dressing .	neutral	24102	1	silver/p37/d3521	some	upward_monotone	neutral	sauce	salad dressing	noun_hyponym_obj	Tom bought some apples and made apple sauce .	Tom bought some apples and made apple salad dressing .	True
21113	Tom bought some flowers for Mary .	Tom bought some mist-flowers for Mary .	neutral	24481	1	silver/p12/d2031	some	upward_monotone	neutral	flowers	mist-flowers	noun_hyponym_obj	Tom bought some flowers for Mary .	Tom bought some mist-flowers for Mary .	True
20777	Tom bought some apples and made apple sauce .	Tom bought some apples and made apple white onion sauce .	neutral	24171	1	silver/p37/d3521	some	upward_monotone	neutral	sauce	white onion sauce	noun_hyponym_obj	Tom bought some apples and made apple sauce .	Tom bought some apples and made apple white onion sauce .	True
21455	There were some alumnuss in the classroom .	There were some students in the classroom .	entailment	24799	0	silver/p38/d1872	some	upward_monotone	entailment	students	alumnuss	noun_hypernym_obj	There were some alumnuss in the classroom .	There were some students in the classroom .	True
22038	I just wish I could have some alone time with Tom .	I just wish I could have some alone time with feller .	neutral	25420	1	silver/p03/d3315	some	upward_monotone	neutral	Tom	feller	noun_hyponym_obj	I just wish I could have some alone time with Tom .	I just wish I could have some alone time with feller .	True
19428	Gardening has been popular for some periods .	Gardening has been popular for some years .	neutral	22779	1	silver/p93/d0778	some	upward_monotone	neutral	years	periods	noun_hypernym_obj	Gardening has been popular for some periods .	Gardening has been popular for some years .	True
21996	Tom was speaking to some neighbors .	Tom was speaking to some objects .	entailment	25358	0	silver/p03/d2512	some	upward_monotone	entailment	neighbors	objects	noun_hypernym_obj	Tom was speaking to some neighbors .	Tom was speaking to some objects .	True
22752	It rains in some places .	It rains in some rendezvouss .	neutral	26220	1	silver/p25/d2857	some	upward_monotone	neutral	places	rendezvouss	noun_hyponym_obj	It rains in some places .	It rains in some rendezvouss .	True
19475	I was buying some books from the bookstore .	I was buying some albums from the albumstore .	neutral	22828	1	silver/p34/d2063	some	upward_monotone	neutral	books	albums	noun_hyponym_obj	I was buying some books from the bookstore .	I was buying some albums from the albumstore .	True
18646	I know some of these girls .	I know some of these lovers .	entailment	21891	0	silver/p14/d3226	some	upward_monotone	entailment	girls	lovers	noun_hypernym_obj	I know some of these girls .	I know some of these lovers .	True
24497	He sang some old songs .	He sang some old barcaroles .	neutral	28215	1	gold/p04/d1632	some	upward_monotone	neutral	songs	barcaroles	noun_hyponym_obj	He sang some old songs .	He sang some old barcaroles .	True
22380	I need some milk for my cereal .	I need some nourishment for my cereal .	entailment	25831	0	silver/p96/d1689	some	upward_monotone	entailment	milk	nourishment	noun_hypernym_obj	I need some milk for my cereal .	I need some nourishment for my cereal .	True
23258	I know he knows some Ithiel Towns .	I know he knows some architects .	entailment	26776	0	silver/p83/d1628	some	upward_monotone	entailment	architects	Ithiel Towns	noun_hypernym_obj	I know he knows some Ithiel Towns .	I know he knows some architects .	True
22108	Tom gave some chocolate milk to the cat .	Tom gave some milk to the cat .	entailment	25479	0	silver/p33/d3040	some	upward_monotone	entailment	milk	chocolate milk	noun_hypernym_obj	Tom gave some chocolate milk to the cat .	Tom gave some milk to the cat .	True
20723	Tom bought some apples and made apple sauce .	Tom bought some apples and made apple hot sauce .	neutral	24117	1	silver/p37/d3521	some	upward_monotone	neutral	sauce	hot sauce	noun_hyponym_obj	Tom bought some apples and made apple sauce .	Tom bought some apples and made apple hot sauce .	True
23540	Tom gave some all-day sucker to his grandchildren .	Tom gave some candy to his grandchildren .	entailment	27053	0	silver/p43/d1650	some	upward_monotone	entailment	candy	all-day sucker	noun_hypernym_obj	Tom gave some all-day sucker to his grandchildren .	Tom gave some candy to his grandchildren .	True
20969	Tom bought some flowers for Mary .	Tom bought some composites for Mary .	neutral	24349	1	silver/p12/d2031	some	upward_monotone	neutral	flowers	composites	noun_hyponym_obj	Tom bought some flowers for Mary .	Tom bought some composites for Mary .	True
20105	We are thinking of buying some new office furniture .	We are thinking of buying some new furniture .	entailment	23497	0	silver/p35/d0824	some	upward_monotone	entailment	furniture	office furniture	noun_hypernym_obj	We are thinking of buying some new office furniture .	We are thinking of buying some new furniture .	True
22612	Tom took some artistic license .	Tom took some artistic conge .	neutral	26070	1	silver/p74/d2485	some	upward_monotone	neutral	license	conge	noun_hyponym_obj	Tom took some artistic license .	Tom took some artistic conge .	True
21950	We bought some vegetables and fish at the market .	We bought some vegetables and foods at the market .	entailment	25310	0	silver/p08/d3219	some	upward_monotone	entailment	fish	foods	noun_hypernym_obj	We bought some vegetables and fish at the market .	We bought some vegetables and foods at the market .	True
23488	Tom gave some candy corn to his grandchildren .	Tom gave some candy to his grandchildren .	entailment	27005	0	silver/p43/d1650	some	upward_monotone	entailment	candy	candy corn	noun_hypernym_obj	Tom gave some candy corn to his grandchildren .	Tom gave some candy to his grandchildren .	True
21306	Tom bought some sweet sultans for Mary .	Tom bought some flowers for Mary .	entailment	24649	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	sweet sultans	noun_hypernym_obj	Tom bought some sweet sultans for Mary .	Tom bought some flowers for Mary .	True
20452	Tom went to meet some girl named girl wonder .	Tom went to meet some girl named Mary .	entailment	23859	0	silver/p28/d2710	some	upward_monotone	entailment	Mary	girl wonder	noun_hypernym_obj	Tom went to meet some girl named girl wonder .	Tom went to meet some girl named Mary .	True
24466	My little~brother asked for some money .	My little~brother asked for some scratch .	neutral	28175	1	gold/p91/d1400	some	upward_monotone	neutral	money	scratch	noun_hyponym_obj	My little~brother asked for some money .	My little~brother asked for some scratch .	True
21372	Tom bought some wandflowers for Mary .	Tom bought some flowers for Mary .	entailment	24710	0	silver/p12/d2031	some	upward_monotone	entailment	flowers	wandflowers	noun_hypernym_obj	Tom bought some wandflowers for Mary .	Tom bought some flowers for Mary .	True
21831	Brian took some roses .	Brian took some Rosa odoratas .	neutral	25144	1	silver/p23/d0956	some	upward_monotone	neutral	roses	Rosa odoratas	noun_hyponym_obj	Brian took some roses .	Brian took some Rosa odoratas .	True
20586	We need some new melodic phrases .	We need some new ideas .	neutral	23987	1	silver/p29/d2289	some	upward_monotone	neutral	ideas	melodic phrases	noun_hypernym_obj	We need some new melodic phrases .	We need some new ideas .	True
19314	We need to buy some dog food .	We need to buy some dog soul food .	neutral	22669	1	silver/p93/d2450	some	upward_monotone	neutral	food	soul food	noun_hyponym_obj	We need to buy some dog food .	We need to buy some dog soul food .	True
21294	Tom bought some flowers for Mary .	Tom bought some sweet alisons for Mary .	neutral	24640	1	silver/p12/d2031	some	upward_monotone	neutral	flowers	sweet alisons	noun_hyponym_obj	Tom bought some flowers for Mary .	Tom bought some sweet alisons for Mary .	True
23224	Your garden needs some regard .	Your garden needs some attention .	entailment	26746	0	silver/p92/d0801	some	upward_monotone	entailment	attention	regard	noun_hypernym_obj	Your garden needs some regard .	Your garden needs some attention .	True
19957	There are some strange animals in the zoo .	There are some strange pleurodonts in the zoo .	neutral	23334	1	silver/p06/d0966	some	upward_monotone	neutral	animals	pleurodonts	noun_hyponym_obj	There are some strange animals in the zoo .	There are some strange pleurodonts in the zoo .	True
24161	Brian took some China roses .	Brian took some roses .	entailment	27896	0	gold/p84/d0784	some	upward_monotone	entailment	roses	China roses	noun_hypernym_obj	Brian took some China roses .	Brian took some roses .	True
22671	We bought some tennis male reproductive glands .	We bought some tennis balls .	neutral	26139	1	silver/p62/d2802	some	upward_monotone	neutral	balls	male reproductive glands	noun_hypernym_obj	We bought some tennis male reproductive glands .	We bought some tennis balls .	True
24199	Brian took some roses .	Brian took some mountain roses .	neutral	27915	1	gold/p84/d0784	some	upward_monotone	neutral	roses	mountain roses	noun_hyponym_obj	Brian took some roses .	Brian took some mountain roses .	True
18271	Some photos were printed in black and white .	Some photos were printed in black and person .	entailment	21510	0	silver/p71/d3389	some	upward_monotone	entailment	white	person	verb_hypernym	Some photos were printed in black and white .	Some photos were printed in black and person .	True
23153	The doctor prescribed some medicine for her cold .	The doctor prescribed some medicine for her icines .	neutral	26668	1	silver/p79/d1601	some	upward_monotone	neutral	cold	icines	noun_hyponym_obj	The doctor prescribed some medicine for her cold .	The doctor prescribed some medicine for her icines .	True
